book_id,review_created_at,review_raw,title,book_created_at,description,authors
1684749,2025-06-09T20:56:58.950471+00:00,"""Broken are the roots of chaos.""In this novella (which, let's be honest, is about the size of a regular novel from anyone else), we're two years prior to the events of Priory of the Orange Tree, and focused almost squarely on Marosa, queen of Yscalin. Carscaro is a city built on fire, with lava flowing in canals and Mount Fruma behind them. Inside this mountain is where Fýredel has been sleeping for 500 years. Unfortunately, this is the year when Fýredel stirs, putting all of Carscaro in danger. Later in the book, we also follow Aubrecht, the high prince of Mentedon and betrothed to Marosa, as he struggles to discover the fate of his fiancee in the wake of Fýredel's awakening. Finally, rounding out the cast of POVs, we have Melaugo, a culler of sleepers (beasts turned into half wyrms and then put to sleep), who, together with her lover, have to find their way out of a nation under siege.The author bills this as a companion book to Priory of the Orange Tree, and I agree with that. While this can be read on its own, I think if you want any sort of closure or continuance on events, you need to read Priory of the Orange Tree to get it. But I do think this highlights the fact that not only can the author write giant 1000+ page epics, she can also write shorter bites of her world's larger history for fans too.I loved Marosa's viewpoint best of the ones presented here. She carries herself well in the face of everything crumbling around her, and the ending (such as it is, presented here) had me feeling all sorts of things for her. If you've already read Priory of the Orange Tree you already have an idea of what's to come here, but it still manages to catch me by surprise. Aubrecht's viewpoint, too, really hit me in the feels, as he struggles to figure out what to do personally and publicly after Fýredel awakens. The third viewpoint, Melaugo, was interesting, but felt a bit removed from the other two. The author uses her as a window into how events impact the common folk of Yscalin, but it never actually intersects at all with either Marosa or Aubrecht at this point so it just felt a little tacked on.There is a romance here, because it is Samantha Shannon, but the romance is already established before the book starts, so there's no development or anything beyond some ex- drama that needs resolving.I did absolutely enjoy this book though, and look forward to more ""short"" stories in this Roots of Chaos series she's squeezing in amongst her main books. ",Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1684749,2025-10-12T13:48:07.892371+00:00,"This was disappointing, considering how great the other two Priory books are. Samantha Shannon might not be cut out for the shorter format. When books are this short I expect every page to pack a punch and for it to have a defined goal. This did neither of those things. Rather, it was like a full-length novel packed into a quarter of the pages, with a quarter of the impact. It’s still worth the read if you loved Priory because it adds some context to what’s going on at that time, but is definitely the weakest of the bunch.",Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1684749,2025-11-08T21:09:35.594427+00:00,It was amazing getting to know those we met in Priory as side-characters and getting a glimpse into their lives before the main events.I fell deeply in love with Marosa as a character and hope we get to see her healing her country in the Priory sequel.I didn't expect to love and mourn Marosa and Aubrecht's engagement,Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1684749,2025-12-01T14:19:11.766224+00:00,"If you're a fan of ""The Roots of Chaos"" series, this book serves as an excellent transition between the two volumes. However, it is heavily reliant on knowing who the characters from the Priory are before diving in.Perhaps if I hadn't read the Priory first, then I would have enjoyed it more. I can see how satisfying it would be to go from this book into the next, following through to their conclusions.I look forward to more from this series.",Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1684749,2025-12-28T17:57:48.421256+00:00,"This is fine, but only as a companion piece to Priory. I don't believe it could be read as a starting point (despite what the author says), and it definitely couldn't be read as a stand alone; at least not an enjoyable one.While it was nice to spend more time with some of these characters, I am left wondering what the point of the book was.",Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1684749,2026-01-09T14:27:00.476149+00:00,"always a pleasant journey in the roots of chaos series. made me want to read the priory of the orange tree all over again.samantha shannon is a great storyteller. she went in-depth of the characters story and backgrounds without them being overwhelming. the story just flowed on despite the multiple povs which i always enjoyed.i cant help but love the characters and samantha shannon knows how to make lovable yet realistic characters. because not all heroes or heroines need a sword to be badass. sometimes their strength lies in their quietness and gracefull way of life, in their despair and hopelessness. and it is beautiful to watch them as the story progresses.this one is not a full five stars but i would always recommend this whole series to anyone who love full-on fantasy book with bad-ass heroes and heroines.",Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1684749,2026-01-27T19:56:35.460895+00:00,"I received this book as ARC from Netgalley. I didn't read the others two books of this series when I read this one and I don't regret doing it like this. I actually owned the others two books as paperback for a few months now but was always put off by the size of them. You definitely need time and energy to go through it if Among the burning flowers is any proof of this. The book is around 200 pages so way less than the others two. And in my opinion, a good way to start with this series, to be sure you are in a mood for it before reading the massive books in the series then. It's detailed, descriptive, heavy in politics and world building. A map could be great but as I read an Arc version it's not the definitive vision. Hopefully it will be added in the final version. Great characters development and diversity. I liked most of the main female characters and how they are built. Lot of depth and substance.I'll definitely read the other two massive books because this story is awesome. It's rich and well written. Its poetic and darkly beautiful. The feeling are well exposed and the world building seems to be massive if I based my impression on this shorter book. If you like a good high fantasy with lot of politics, mythical creatures, knights and monster hunters, princesses (though those ones are pretty badass and not the patriarchal and sexist traditional kind) who own their shit and great plots, then go for it. I totally recommend this book and I'll go for the test of the series myself soon with pleasure.",Among the Burning Flowers,2025-01-09T14:41:53.515668,"With the awakening of fire-breathing dragons, Among the Burning Flowers sees the first sparks of danger that threaten to consume the world in The Priory of the Orange Tree.

Take your first steps into the epic.

Yscalin, land of sunshine and lavender, will soon be ablaze.

It has been centuries since the Draconic Army took wing, almost extinguishing humankind.

Marosa Vetalda is a prisoner in her own home, controlled by her cold father, King Sigoso. Over the mountains, her betrothed, Aubrecht Lievelyn, rules Mentendon in all but name. Together, they intend to usher in a better world.

A better world seems impossibly distant to Estina Melaugo, who hunts the Draconic beasts that have slept across the world for centuries.

And now the great wyrm Fýredel is stirring, and Yscalin will be the first to fall . . .

A story of human resilience in the face of dire circumstances, Among the Burning Flowers leads readers through the gripping and tragic events that pave the way for the opening of the million-copy bestseller The Priory of The Orange Tree.

Richly illustrated with magical artwork by Rovina Cai (@rovinacai).","Samantha Shannon, Rovina Cai"
1727792,2025-12-16T05:32:22.961377+00:00,"yes yes yes I loved this one! super unique and I found myself questioning everything and everyone throughout the whole thing. it had some of the fall vibes I was hoping for, and I loved that it kept me guessing until the very end. I actually couldn't put it down- I needed this so bad!",Alchemy of Secrets,2025-01-30T04:53:46.159189,"It starts with a class in an old movie theater.

Folklore 517: Local Legends and Urban Myths, taught by a woman called the Professor.

Most students believe the Professor’s stories are just fiction. There isn’t a man in Hollywood who you can call to find out the time you’ll die. There’s not a haunted hotel bar in Los Angeles that the devil likes to frequent. There’s no such thing as magic.

But . . . most students don’t have the same tragic past as Holland St. James.

Now a graduate student, Holland is hoping to use her thesis to rewrite her past by proving that some of the most infamous deaths in old Hollywood were actually murders committed by the devil. She has no idea that this quest will lead her into a deadly world of century-old secrets and unimaginable lies and onto the path of two very dangerous men, both of whom are willing to do whatever it takes to find a magic that will either forever alter Holland’s life or completely destroy it.",Stephanie Garber
1727792,2025-12-20T06:49:20.329322+00:00,"THIS WAS ALL OVER THE PLACE.  I was so excited in the begining. There was an air of mystery. A hint of betrayal. But when that keeps happening over and over again, you're just dealing with a main character who is very dumb. I hate read this book because I wanted to know which direction the author takes it. And I was pretty surprised by it, and not gonna lie — I did like that direction. Except it happens in the very end. None of the characters are fully fleshed out and I get it. The ending hinted at a sequel so you're aiming for character arcs. But I need to know SOMETHING about the characters. It's not that difficult to make the readers familiar with your characters and their motivations in the first book. Antonia hodgson did it. Rachel gilig did it. So many authors have done it. All I know about Holland is that she's incredibly stupid with no survival instincts, loves myths and legends, and wants to uncover what happened to her parents. THAT'S IT. And I don't know ANYTHING ELSE about January, Gabe, Adam or Mason. And they're all hinted at being such important characters too. The book pissed me off so much. ",Alchemy of Secrets,2025-01-30T04:53:46.159189,"It starts with a class in an old movie theater.

Folklore 517: Local Legends and Urban Myths, taught by a woman called the Professor.

Most students believe the Professor’s stories are just fiction. There isn’t a man in Hollywood who you can call to find out the time you’ll die. There’s not a haunted hotel bar in Los Angeles that the devil likes to frequent. There’s no such thing as magic.

But . . . most students don’t have the same tragic past as Holland St. James.

Now a graduate student, Holland is hoping to use her thesis to rewrite her past by proving that some of the most infamous deaths in old Hollywood were actually murders committed by the devil. She has no idea that this quest will lead her into a deadly world of century-old secrets and unimaginable lies and onto the path of two very dangerous men, both of whom are willing to do whatever it takes to find a magic that will either forever alter Holland’s life or completely destroy it.",Stephanie Garber
1727792,2025-12-24T15:45:44.450359+00:00,"I had no clue what to expect when I picked this up, and I am so so pleased with how it turned out.  With really randomly beautiful phrasing throughout, and an overall modern noir feeling (how the heck did she do that so well?), I thoroughly enjoyed every moment. Without checking, I think I might have listened to Caraval when it came out (definitely never read a physical copy), and I know I never tried any of her other books.  Now I'm thinking I need to seek out her other other books (while I'm hoping for a second installment in this mythical LA world).",Alchemy of Secrets,2025-01-30T04:53:46.159189,"It starts with a class in an old movie theater.

Folklore 517: Local Legends and Urban Myths, taught by a woman called the Professor.

Most students believe the Professor’s stories are just fiction. There isn’t a man in Hollywood who you can call to find out the time you’ll die. There’s not a haunted hotel bar in Los Angeles that the devil likes to frequent. There’s no such thing as magic.

But . . . most students don’t have the same tragic past as Holland St. James.

Now a graduate student, Holland is hoping to use her thesis to rewrite her past by proving that some of the most infamous deaths in old Hollywood were actually murders committed by the devil. She has no idea that this quest will lead her into a deadly world of century-old secrets and unimaginable lies and onto the path of two very dangerous men, both of whom are willing to do whatever it takes to find a magic that will either forever alter Holland’s life or completely destroy it.",Stephanie Garber
